stalk color below ring,gill color,gill size,stalk color above ring,odor,gill attachment,spore print color,stalk root,ring number,veil type,population,cap surface,gill spacing,ring type,veil color,habitat,stalk surface above ring,cap shape,class,stalk shape,cap color,bruises,stalk surface below ring
w,p,n,w,p,f,k,e,o,p,s,y,c,p,w,g,s,x,p,e,w,t,s
w,k,b,w,n,f,k,e,o,p,a,f,w,e,w,g,f,x,e,t,w,f,s
w,w,b,w,a,f,k,c,o,p,s,y,c,p,w,g,s,b,e,e,w,t,s
w,w,n,w,l,f,n,b,o,p,v,s,w,p,w,d,s,x,e,t,y,t,s
w,n,b,w,a,f,k,c,o,p,s,y,c,p,w,g,s,b,e,e,w,t,s
w,g,b,w,l,f,k,c,o,p,s,y,c,p,w,g,s,x,e,e,w,t,s
p,p,b,g,n,f,n,b,o,p,y,f,c,p,w,d,s,x,e,t,n,t,s
w,k,b,w,l,f,n,c,o,p,s,y,c,p,w,m,s,b,e,e,w,t,s
w,g,b,w,l,f,n,c,o,p,n,s,c,p,w,m,s,x,e,e,y,t,s
w,p,b,w,a,f,k,r,o,p,y,y,c,p,w,g,s,f,e,e,n,t,y
w,n,b,w,n,f,n,e,o,p,s,f,w,e,w,g,s,x,e,t,w,f,s
w,w,b,w,l,f,k,c,o,p,s,s,c,p,w,g,s,x,e,e,y,t,s
w,n,n,w,p,f,n,e,o,p,v,y,c,p,w,g,s,x,p,e,w,t,s
w,n,b,w,l,f,k,c,o,p,s,y,c,p,w,g,s,x,e,e,y,t,s
w,p,n,w,a,f,n,b,o,p,v,f,w,p,w,d,s,x,e,t,w,t,s
w,g,b,w,a,f,n,c,o,p,n,s,c,p,w,g,s,b,e,e,y,t,s
w,k,n,w,p,f,k,e,o,p,v,y,c,p,w,u,s,x,p,e,w,t,s
w,w,n,w,a,f,n,b,o,p,v,s,w,p,w,d,s,x,e,t,y,t,s
w,k,b,w,a,f,k,c,o,p,n,y,c,p,w,m,s,x,e,e,w,t,s
w,n,n,w,l,f,n,b,o,p,v,f,w,p,w,d,s,x,e,t,w,t,s
w,w,n,w,l,f,n,b,o,p,v,s,w,p,w,d,s,f,e,t,w,t,s
w,k,b,w,l,f,n,c,o,p,s,y,c,p,w,m,s,x,e,e,y,t,s
w,w,n,w,a,f,u,b,o,p,v,f,w,p,w,d,s,f,e,t,y,t,s
w,w,b,w,a,f,k,c,o,p,s,s,c,p,w,g,s,x,e,e,w,t,s
w,n,b,w,a,f,k,c,o,p,s,y,c,p,w,m,s,b,e,e,y,t,s
w,p,b,w,l,f,n,r,o,p,s,y,c,p,w,p,s,x,e,e,n,t,y
w,k,b,w,l,f,k,c,o,p,n,y,c,p,w,g,s,b,e,e,w,t,s
w,n,b,w,a,f,n,c,o,p,s,s,c,p,w,m,s,x,e,e,y,t,s
w,n,n,w,p,f,n,e,o,p,v,y,c,p,w,u,s,x,p,e,n,t,s
w,w,b,w,l,f,k,c,o,p,n,s,c,p,w,g,s,b,e,e,y,t,s
w,g,b,w,a,f,k,c,o,p,n,y,c,p,w,g,s,b,e,e,w,t,s
w,w,n,w,p,f,k,e,o,p,v,y,c,p,w,u,s,x,p,e,n,t,s
w,n,b,w,l,f,k,c,o,p,s,s,c,p,w,m,s,b,e,e,w,t,s
w,w,b,w,l,f,n,c,o,p,n,y,c,p,w,m,s,b,e,e,y,t,s
w,n,b,w,a,f,k,c,o,p,s,y,c,p,w,g,s,b,e,e,y,t,s
w,g,b,w,l,f,n,c,o,p,n,y,c,p,w,g,s,x,e,e,w,t,s
w,p,b,p,n,f,k,b,o,p,y,f,c,p,w,d,s,x,e,t,n,t,s
w,w,b,w,a,f,k,r,o,p,y,y,c,p,w,g,s,x,e,e,n,t,y
w,n,b,w,l,f,n,c,o,p,s,s,c,p,w,g,s,b,e,e,y,t,s
w,g,n,w,n,f,n,e,o,p,v,f,c,p,w,u,s,x,e,e,g,f,s
w,n,b,w,l,f,k,r,o,p,y,y,c,p,w,g,s,x,e,e,n,t,y
w,k,b,w,a,f,n,c,o,p,s,s,c,p,w,g,s,x,e,e,w,t,s
w,n,b,w,a,f,k,c,o,p,n,y,c,p,w,g,s,b,e,e,w,t,s
w,g,b,w,a,f,k,c,o,p,s,s,c,p,w,m,s,x,e,e,y,t,s
w,p,n,w,a,f,n,b,o,p,v,f,w,p,w,d,s,f,e,t,y,t,s
w,g,b,w,l,f,n,c,o,p,s,y,c,p,w,g,s,b,e,e,y,t,s
w,n,b,w,n,f,n,e,o,p,a,f,w,e,w,g,s,x,e,t,n,f,f
w,n,n,w,l,f,n,b,o,p,v,f,w,p,w,d,s,x,e,t,y,t,s
w,n,b,w,a,f,n,c,o,p,n,s,c,p,w,m,s,x,e,e,y,t,s
w,n,b,w,n,f,k,e,o,p,s,s,w,e,w,g,s,f,e,t,g,f,f
w,g,n,w,n,f,n,e,o,p,y,f,c,p,w,u,s,x,e,e,n,f,s
w,h,b,w,n,f,n,e,o,p,a,s,w,e,w,g,f,f,e,t,g,f,f
w,p,b,w,a,f,n,r,o,p,s,y,c,p,w,p,s,f,e,e,n,t,y
w,k,b,w,a,f,n,c,o,p,s,y,c,p,w,g,s,b,e,e,w,t,s
w,k,b,w,a,f,k,c,o,p,s,s,c,p,w,m,s,b,e,e,y,t,s
w,w,b,w,l,f,k,r,o,p,s,y,c,p,w,p,s,x,e,e,y,t,y
w,g,n,w,n,f,n,e,o,p,v,f,c,p,w,u,s,s,e,e,g,f,s
w,p,b,w,a,f,n,r,o,p,y,y,c,p,w,p,s,f,e,e,n,t,y
w,k,n,w,p,f,k,e,o,p,s,y,c,p,w,u,s,x,p,e,n,t,s
w,p,b,w,a,f,n,r,o,p,y,y,c,p,w,p,s,x,e,e,y,t,y
w,w,b,w,a,f,n,c,o,p,s,y,c,p,w,g,s,x,e,e,y,t,s
w,h,b,w,n,f,n,e,o,p,s,f,w,e,w,g,s,x,e,t,n,f,f
w,p,b,w,n,f,k,e,o,p,a,f,w,e,w,g,f,x,e,t,n,f,f
w,k,b,w,n,f,k,e,o,p,a,s,w,e,w,g,f,f,e,t,n,f,s
w,n,b,w,a,f,n,r,o,p,s,y,c,p,w,p,s,f,e,e,n,t,y
w,w,b,w,a,f,k,c,o,p,n,s,c,p,w,g,s,x,e,e,y,t,s
w,p,n,w,n,f,k,e,o,p,v,f,c,p,w,u,s,f,e,e,n,f,s
w,w,b,w,a,f,n,r,o,p,s,y,c,p,w,p,s,x,e,e,y,t,y
w,p,n,w,a,f,u,b,o,p,v,f,w,p,w,d,s,x,e,t,y,t,s
w,g,b,w,a,f,n,c,o,p,n,y,c,p,w,g,s,b,e,e,y,t,s
w,n,b,w,n,f,k,e,o,p,s,f,w,e,w,g,s,x,e,t,g,f,s
w,w,b,w,a,f,n,r,o,p,s,y,c,p,w,g,s,x,e,e,y,t,y
w,n,b,w,l,f,k,r,o,p,y,y,c,p,w,g,s,f,e,e,n,t,y
w,w,b,w,a,f,k,c,o,p,s,s,c,p,w,m,s,x,e,e,y,t,s
w,n,n,w,n,f,n,e,o,p,y,f,c,p,w,u,s,s,e,e,n,f,s
w,k,b,w,a,f,k,c,o,p,s,s,c,p,w,m,s,x,e,e,w,t,s
w,n,b,w,l,f,k,c,o,p,n,s,c,p,w,g,s,b,e,e,w,t,s
w,k,n,w,n,f,k,e,o,p,y,f,c,p,w,u,s,s,e,e,n,f,s
w,n,b,w,l,f,n,c,o,p,n,y,c,p,w,m,s,b,e,e,y,t,s
w,k,b,w,l,f,n,c,o,p,n,y,c,p,w,g,s,x,e,e,y,t,s
w,k,b,w,a,f,n,c,o,p,s,y,c,p,w,g,s,b,e,e,y,t,s
w,p,n,w,p,f,k,e,o,p,s,y,c,p,w,u,s,x,p,e,n,t,s
w,k,b,w,n,f,n,e,o,p,s,s,w,e,w,g,f,x,e,t,w,f,s
w,w,b,w,a,f,k,c,o,p,s,y,c,p,w,m,s,x,e,e,w,t,s
w,g,b,w,a,f,n,c,o,p,n,s,c,p,w,g,s,b,e,e,w,t,s
w,n,b,g,n,f,n,b,o,p,y,f,c,p,w,d,s,x,e,t,n,t,s
w,w,n,w,p,f,n,e,o,p,s,s,c,p,w,u,s,x,p,e,n,t,s
w,w,b,w,l,f,k,r,o,p,y,y,c,p,w,p,s,x,e,e,n,t,y
w,n,b,w,n,f,k,e,o,p,a,s,w,e,w,g,s,x,e,t,n,f,s
w,n,b,w,l,f,k,c,o,p,n,y,c,p,w,m,s,b,e,e,y,t,s
w,w,b,w,a,f,n,c,o,p,n,s,c,p,w,m,s,x,e,e,y,t,s
w,n,b,w,a,f,n,c,o,p,s,s,c,p,w,m,s,b,e,e,y,t,s
w,g,b,w,l,f,k,c,o,p,n,s,c,p,w,m,s,x,e,e,y,t,s
w,n,b,w,a,f,n,c,o,p,n,y,c,p,w,g,s,b,e,e,w,t,s
w,k,n,w,n,f,n,e,o,p,v,f,c,p,w,u,s,x,e,e,g,f,s
w,w,b,w,a,f,k,r,o,p,s,y,c,p,w,g,s,f,e,e,n,t,y
w,h,b,w,n,f,n,e,o,p,a,f,w,e,w,g,f,x,e,t,g,f,f
w,k,b,w,l,f,n,c,o,p,n,s,c,p,w,m,s,x,e,e,w,t,s
w,w,b,w,l,f,n,c,o,p,s,y,c,p,w,m,s,x,e,e,y,t,s
w,n,n,w,n,f,k,e,o,p,v,f,c,p,w,u,s,x,e,e,g,f,s
w,p,n,w,p,f,n,e,o,p,s,s,c,p,w,u,s,x,p,e,n,t,s
w,w,b,w,l,f,n,c,o,p,n,y,c,p,w,g,s,b,e,e,w,t,s
w,n,b,w,a,f,k,c,o,p,n,y,c,p,w,m,s,b,e,e,w,t,s
w,p,n,w,p,f,n,e,o,p,v,y,c,p,w,u,s,x,p,e,n,t,s
w,w,b,w,l,f,n,c,o,p,s,s,c,p,w,m,s,b,e,e,y,t,s
w,k,b,w,l,f,n,c,o,p,s,s,c,p,w,m,s,x,e,e,w,t,s
w,n,b,w,l,f,k,c,o,p,s,y,c,p,w,m,s,x,e,e,y,t,s
w,n,b,w,l,f,n,c,o,p,n,y,c,p,w,g,s,b,e,e,y,t,s
w,g,b,w,a,f,n,c,o,p,s,s,c,p,w,m,s,x,e,e,w,t,s
w,g,b,w,a,f,k,c,o,p,s,s,c,p,w,g,s,x,e,e,w,t,s
w,w,b,w,l,f,n,r,o,p,y,y,c,p,w,p,s,x,e,e,n,t,y
w,w,b,w,a,f,n,c,o,p,s,s,c,p,w,m,s,x,e,e,w,t,s
w,n,b,w,n,f,k,e,o,p,s,s,w,e,w,g,f,x,e,t,n,f,f
w,n,b,w,l,f,n,r,o,p,s,y,c,p,w,p,s,x,e,e,n,t,y
w,n,b,w,l,f,k,r,o,p,y,y,c,p,w,g,s,x,e,e,y,t,y
w,k,n,w,p,f,k,e,o,p,v,y,c,p,w,g,s,x,p,e,n,t,s
w,w,b,w,a,f,n,c,o,p,n,y,c,p,w,g,s,b,e,e,y,t,s
w,p,n,w,l,f,u,b,o,p,v,f,w,p,w,d,s,x,e,t,w,t,s
w,w,n,w,p,f,k,e,o,p,s,s,c,p,w,u,s,x,p,e,n,t,s
w,k,b,w,l,f,k,c,o,p,n,y,c,p,w,g,s,x,e,e,y,t,s
w,h,b,w,n,f,n,e,o,p,a,f,w,e,w,g,f,f,e,t,g,f,f
w,n,b,w,l,f,k,c,o,p,s,y,c,p,w,g,s,x,e,e,w,t,s
w,w,b,w,a,f,n,c,o,p,s,y,c,p,w,m,s,b,e,e,w,t,s
w,p,n,w,p,f,n,e,o,p,s,y,c,p,w,u,s,x,p,e,n,t,s
w,w,b,w,l,f,k,r,o,p,s,y,c,p,w,g,s,f,e,e,n,t,y
w,n,b,w,l,f,n,c,o,p,n,s,c,p,w,m,s,x,e,e,w,t,s
w,n,n,w,a,f,n,b,o,p,v,s,w,p,w,d,s,x,e,t,w,t,s
w,n,b,w,a,f,n,r,o,p,y,y,c,p,w,p,s,f,e,e,n,t,y
w,k,b,w,a,f,n,c,o,p,n,s,c,p,w,m,s,b,e,e,w,t,s
w,p,b,w,n,f,k,e,o,p,a,s,w,e,w,g,f,x,e,t,w,f,f
w,n,n,w,n,f,n,e,o,p,v,f,c,p,w,u,s,f,e,e,g,f,s
w,g,b,w,a,f,n,c,o,p,s,y,c,p,w,g,s,x,e,e,w,t,s
w,n,b,w,l,f,n,r,o,p,y,y,c,p,w,g,s,x,e,e,y,t,y
w,g,b,w,l,f,n,c,o,p,s,s,c,p,w,g,s,b,e,e,y,t,s
w,w,b,w,l,f,k,c,o,p,s,s,c,p,w,g,s,b,e,e,y,t,s
w,n,n,w,l,f,n,b,o,p,v,s,w,p,w,d,s,f,e,t,w,t,s
w,w,b,w,a,f,k,c,o,p,n,s,c,p,w,m,s,b,e,e,w,t,s
w,n,n,w,a,f,u,b,o,p,v,f,w,p,w,d,s,x,e,t,y,t,s
w,g,b,w,l,f,n,c,o,p,n,y,c,p,w,m,s,x,e,e,w,t,s
w,k,b,w,l,f,n,c,o,p,n,y,c,p,w,m,s,b,e,e,y,t,s
w,p,b,w,a,f,n,r,o,p,y,y,c,p,w,p,s,x,e,e,n,t,y
w,n,b,w,l,f,k,c,o,p,s,y,c,p,w,m,s,x,e,e,w,t,s
w,g,b,w,l,f,k,c,o,p,s,y,c,p,w,m,s,x,e,e,w,t,s
w,p,b,w,a,f,k,r,o,p,y,y,c,p,w,p,s,x,e,e,y,t,y
w,n,b,w,l,f,k,c,o,p,n,y,c,p,w,m,s,x,e,e,w,t,s
w,w,b,w,l,f,k,c,o,p,n,s,c,p,w,m,s,x,e,e,y,t,s
w,p,b,w,l,f,k,r,o,p,s,y,c,p,w,g,s,x,e,e,n,t,y
w,n,b,w,l,f,n,c,o,p,n,s,c,p,w,g,s,x,e,e,w,t,s
w,n,b,w,l,f,k,r,o,p,s,y,c,p,w,g,s,f,e,e,n,t,y
w,w,b,w,l,f,k,c,o,p,s,s,c,p,w,m,s,b,e,e,w,t,s
p,n,b,g,n,f,n,b,o,p,y,f,c,p,w,d,s,x,e,t,n,t,s
w,k,b,w,l,f,n,c,o,p,s,y,c,p,w,m,s,x,e,e,w,t,s
w,g,b,w,l,f,k,c,o,p,n,s,c,p,w,g,s,b,e,e,w,t,s
w,g,b,w,l,f,k,c,o,p,n,s,c,p,w,m,s,b,e,e,y,t,s
w,p,n,w,l,f,n,b,o,p,v,f,w,p,w,d,s,x,e,t,y,t,s
w,g,b,w,l,f,n,c,o,p,n,s,c,p,w,m,s,b,e,e,w,t,s
w,h,b,w,n,f,k,e,o,p,a,s,w,e,w,g,s,x,e,t,g,f,f
w,k,b,w,a,f,n,c,o,p,n,s,c,p,w,g,s,b,e,e,w,t,s
w,w,b,w,l,f,k,c,o,p,s,s,c,p,w,m,s,b,e,e,y,t,s
w,n,b,w,a,f,k,r,o,p,y,y,c,p,w,p,s,f,e,e,y,t,y
w,w,b,w,a,f,n,r,o,p,y,y,c,p,w,p,s,f,e,e,n,t,y
w,k,b,w,a,f,n,c,o,p,s,s,c,p,w,m,s,x,e,e,w,t,s
w,n,b,w,l,f,n,r,o,p,s,y,c,p,w,g,s,f,e,e,y,t,y
w,g,b,w,a,f,k,c,o,p,s,s,c,p,w,g,s,b,e,e,w,t,s
w,w,b,w,a,f,n,c,o,p,n,y,c,p,w,m,s,x,e,e,y,t,s
w,k,n,w,n,f,k,e,o,p,v,f,c,p,w,u,s,x,e,e,n,f,s
w,p,b,w,a,f,n,r,o,p,y,y,c,p,w,g,s,f,e,e,n,t,y
w,g,b,w,a,f,k,c,o,p,n,s,c,p,w,m,s,x,e,e,w,t,s
w,g,b,w,l,f,k,c,o,p,n,s,c,p,w,g,s,x,e,e,y,t,s
w,g,b,w,l,f,k,c,o,p,n,y,c,p,w,g,s,b,e,e,y,t,s
w,w,b,w,a,f,n,r,o,p,s,y,c,p,w,p,s,f,e,e,y,t,y
w,g,b,w,l,f,k,c,o,p,n,y,c,p,w,g,s,x,e,e,y,t,s
w,w,b,w,a,f,k,c,o,p,n,y,c,p,w,m,s,x,e,e,w,t,s
w,n,n,w,a,f,u,b,o,p,v,f,w,p,w,d,s,f,e,t,w,t,s
w,k,n,w,n,f,k,e,o,p,y,f,c,p,w,u,s,s,e,e,g,f,s
w,n,n,w,l,f,n,b,o,p,v,s,w,p,w,d,s,f,e,t,y,t,s
w,k,n,w,n,f,k,e,o,p,y,f,c,p,w,u,s,f,e,e,g,f,s
w,p,n,w,n,f,n,e,o,p,y,f,c,p,w,u,s,x,e,e,n,f,s
w,w,b,w,a,f,n,c,o,p,n,y,c,p,w,g,s,b,e,e,w,t,s
w,p,n,w,a,f,n,b,o,p,v,s,w,p,w,d,s,x,e,t,w,t,s
w,n,b,w,l,f,k,c,o,p,s,y,c,p,w,m,s,b,e,e,y,t,s
w,k,b,w,a,f,k,c,o,p,s,y,c,p,w,m,s,b,e,e,y,t,s
w,g,b,w,l,f,k,c,o,p,s,y,c,p,w,g,s,b,e,e,y,t,s
w,p,n,w,l,f,u,b,o,p,v,s,w,p,w,d,s,f,e,t,w,t,s
w,g,n,w,n,f,k,e,o,p,y,f,c,p,w,u,s,f,e,e,g,f,s
w,w,n,w,a,f,n,b,o,p,v,s,w,p,w,d,s,f,e,t,w,t,s
w,p,b,w,a,f,k,r,o,p,y,y,c,p,w,g,s,f,e,e,y,t,y
w,w,b,w,l,f,n,c,o,p,s,y,c,p,w,m,s,x,e,e,w,t,s
w,p,n,w,n,f,n,e,o,p,y,f,c,p,w,u,s,s,e,e,n,f,s
w,n,b,w,l,f,k,r,o,p,s,y,c,p,w,p,s,x,e,e,n,t,y
w,n,b,w,a,f,k,r,o,p,s,y,c,p,w,p,s,x,e,e,n,t,y
w,n,n,w,a,f,u,b,o,p,v,f,w,p,w,d,s,f,e,t,y,t,s
w,p,n,w,p,f,n,e,o,p,s,s,c,p,w,g,s,f,p,e,n,t,s
w,k,n,w,p,f,n,e,o,p,v,s,c,p,w,u,s,x,p,e,n,t,s
w,w,b,w,l,f,n,r,o,p,s,y,c,p,w,p,s,f,e,e,n,t,y
w,w,b,w,a,f,k,r,o,p,s,y,c,p,w,g,s,x,e,e,y,t,y
w,k,b,w,a,f,n,c,o,p,n,s,c,p,w,m,s,b,e,e,y,t,s
w,h,b,w,n,f,n,e,o,p,a,f,w,e,w,g,f,f,e,t,w,f,s
w,p,b,w,a,f,n,r,o,p,s,y,c,p,w,g,s,f,e,e,n,t,y
w,n,b,w,a,f,n,c,o,p,s,y,c,p,w,g,s,x,e,e,w,t,s
w,w,b,w,l,f,k,c,o,p,n,s,c,p,w,m,s,b,e,e,y,t,s
w,w,b,w,a,f,n,c,o,p,n,s,c,p,w,g,s,x,e,e,y,t,s
w,g,b,w,a,f,k,c,o,p,n,y,c,p,w,g,s,b,e,e,y,t,s
w,g,b,w,l,f,k,c,o,p,n,s,c,p,w,m,s,x,e,e,w,t,s
w,w,b,w,a,f,k,c,o,p,s,s,c,p,w,m,s,b,e,e,y,t,s
w,w,b,w,a,f,n,c,o,p,s,y,c,p,w,g,s,b,e,e,y,t,s
w,n,n,w,p,f,n,e,o,p,v,s,c,p,w,g,s,x,p,e,n,t,s
w,p,b,w,n,f,n,e,o,p,s,s,w,e,w,g,s,x,e,t,g,f,s
w,p,b,w,n,f,n,e,o,p,a,s,w,e,w,g,f,f,e,t,n,f,s
w,n,n,w,a,f,n,b,o,p,v,f,w,p,w,d,s,x,e,t,w,t,s
w,p,n,w,n,f,n,e,o,p,v,f,c,p,w,u,s,f,e,e,g,f,s
w,k,n,w,n,f,n,e,o,p,y,f,c,p,w,u,s,f,e,e,n,f,s
w,k,b,w,a,f,k,c,o,p,s,y,c,p,w,g,s,b,e,e,y,t,s
w,n,n,w,a,f,u,b,o,p,v,f,w,p,w,d,s,x,e,t,w,t,s
w,n,n,w,n,f,n,e,o,p,v,f,c,p,w,u,s,s,e,e,g,f,s
w,k,n,w,n,f,n,e,o,p,v,f,c,p,w,u,s,x,e,e,n,f,s
w,h,b,w,n,f,n,e,o,p,a,f,w,e,w,g,f,x,e,t,w,f,s
w,n,b,w,l,f,k,r,o,p,y,y,c,p,w,p,s,x,e,e,n,t,y
w,k,b,w,a,f,k,c,o,p,n,s,c,p,w,g,s,b,e,e,y,t,s
w,k,b,w,l,f,k,c,o,p,s,y,c,p,w,g,s,x,e,e,w,t,s
w,k,b,w,a,f,n,c,o,p,n,y,c,p,w,g,s,x,e,e,y,t,s
w,w,b,w,l,f,k,c,o,p,n,s,c,p,w,m,s,x,e,e,w,t,s
w,n,b,w,l,f,k,c,o,p,s,s,c,p,w,g,s,b,e,e,w,t,s
w,p,b,w,a,f,n,r,o,p,y,y,c,p,w,p,s,f,e,e,y,t,y
w,n,n,w,p,f,n,e,o,p,s,s,c,p,w,u,s,x,p,e,n,t,s
w,n,n,w,n,f,k,e,o,p,y,f,c,p,w,u,s,f,e,e,g,f,s
w,w,b,w,l,f,n,c,o,p,s,s,c,p,w,g,s,b,e,e,y,t,s
w,w,b,w,a,f,n,r,o,p,s,y,c,p,w,p,s,f,e,e,n,t,y
w,k,b,w,a,f,n,c,o,p,s,s,c,p,w,m,s,x,e,e,y,t,s
w,k,n,w,n,f,k,e,o,p,y,f,c,p,w,u,s,x,e,e,n,f,s
w,w,b,w,a,f,n,r,o,p,y,y,c,p,w,p,s,f,e,e,y,t,y
w,n,b,w,a,f,n,r,o,p,y,y,c,p,w,p,s,x,e,e,n,t,y
w,n,b,w,a,f,k,c,o,p,s,s,c,p,w,g,s,x,e,e,w,t,s
w,n,n,w,p,f,k,e,o,p,s,y,c,p,w,g,s,x,p,e,w,t,s
w,w,b,w,l,f,k,r,o,p,y,y,c,p,w,p,s,f,e,e,n,t,y
w,k,n,w,p,f,k,e,o,p,s,s,c,p,w,g,s,f,p,e,n,t,s
w,k,b,w,n,f,k,e,o,p,s,f,w,e,w,g,f,x,e,t,w,f,s
w,k,b,w,a,f,k,c,o,p,s,y,c,p,w,m,s,b,e,e,w,t,s
w,p,n,w,n,f,k,e,o,p,v,f,c,p,w,u,s,s,e,e,n,f,s
w,g,b,w,l,f,n,c,o,p,s,y,c,p,w,m,s,x,e,e,y,t,s
w,p,n,w,a,f,u,b,o,p,v,s,w,p,w,d,s,f,e,t,w,t,s
w,n,b,w,a,f,k,c,o,p,s,s,c,p,w,m,s,x,e,e,y,t,s
w,p,b,w,n,f,k,e,o,p,s,f,w,e,w,g,s,f,e,t,g,f,f
w,n,n,w,p,f,n,e,o,p,s,y,c,p,w,g,s,x,p,e,w,t,s
w,p,b,w,a,f,k,r,o,p,s,y,c,p,w,g,s,x,e,e,y,t,y
w,n,b,w,n,f,k,e,o,p,a,f,w,e,w,g,s,f,e,t,n,f,s
w,w,b,w,a,f,k,c,o,p,s,s,c,p,w,m,s,x,e,e,w,t,s
w,g,b,w,l,f,n,c,o,p,s,y,c,p,w,m,s,b,e,e,y,t,s
w,g,n,w,n,f,n,e,o,p,v,f,c,p,w,u,s,f,e,e,g,f,s
w,p,n,w,l,f,u,b,o,p,v,f,w,p,w,d,s,x,e,t,y,t,s
w,g,b,w,a,f,n,c,o,p,n,s,c,p,w,m,s,x,e,e,y,t,s
w,n,n,w,n,f,n,e,o,p,y,f,c,p,w,u,s,f,e,e,n,f,s
w,h,b,w,n,f,n,e,o,p,s,f,w,e,w,g,f,x,e,t,g,f,s
w,p,b,w,l,f,k,r,o,p,s,y,c,p,w,p,s,x,e,e,y,t,y
w,p,n,w,l,f,n,b,o,p,v,s,w,p,w,d,s,f,e,t,w,t,s
w,k,b,w,l,f,k,c,o,p,s,s,c,p,w,g,s,x,e,e,y,t,s
w,p,b,w,a,f,k,r,o,p,y,y,c,p,w,p,s,f,e,e,y,t,y
w,k,n,w,p,f,k,e,o,p,v,y,c,p,w,u,s,x,p,e,n,t,s
w,w,n,w,l,f,u,b,o,p,v,f,w,p,w,d,s,x,e,t,w,t,s
w,w,b,w,l,f,k,c,o,p,n,s,c,p,w,g,s,x,e,e,w,t,s
w,g,b,w,a,f,n,c,o,p,n,y,c,p,w,m,s,x,e,e,y,t,s
w,g,b,w,a,f,n,c,o,p,s,s,c,p,w,g,s,b,e,e,y,t,s
w,w,n,w,a,f,u,b,o,p,v,s,w,p,w,d,s,x,e,t,y,t,s
w,n,n,w,a,f,u,b,o,p,v,s,w,p,w,d,s,x,e,t,y,t,s
w,n,b,w,n,f,k,e,o,p,s,f,w,e,w,g,f,x,e,t,w,f,s
w,w,b,w,a,f,n,c,o,p,s,s,c,p,w,m,s,b,e,e,w,t,s
w,w,n,w,p,f,k,e,o,p,v,y,c,p,w,g,s,x,p,e,w,t,s
w,g,b,w,a,f,n,c,o,p,n,y,c,p,w,g,s,x,e,e,y,t,s
w,k,b,w,n,f,k,e,o,p,s,s,w,e,w,g,s,f,e,t,g,f,f
w,n,n,w,p,f,n,e,o,p,s,s,c,p,w,g,s,x,p,e,n,t,s
w,w,b,w,a,f,k,c,o,p,n,y,c,p,w,m,s,b,e,e,w,t,s
w,k,b,w,a,f,k,c,o,p,n,s,c,p,w,m,s,x,e,e,w,t,s
w,n,n,w,l,f,n,b,o,p,v,f,w,p,w,d,s,f,e,t,y,t,s
w,k,b,w,a,f,k,c,o,p,n,s,c,p,w,g,s,x,e,e,y,t,s
w,w,b,w,l,f,k,c,o,p,n,y,c,p,w,g,s,b,e,e,w,t,s
w,w,b,w,a,f,n,r,o,p,y,y,c,p,w,g,s,x,e,e,n,t,y
w,w,b,w,l,f,n,c,o,p,s,s,c,p,w,g,s,x,e,e,y,t,s
w,p,n,w,n,f,n,e,o,p,v,f,c,p,w,u,s,x,e,e,n,f,s
w,n,b,w,l,f,n,c,o,p,s,s,c,p,w,g,s,x,e,e,y,t,s
w,w,b,w,l,f,n,r,o,p,y,y,c,p,w,g,s,x,e,e,y,t,y
w,w,n,w,p,f,n,e,o,p,s,s,c,p,w,g,s,x,p,e,n,t,s
w,g,b,w,a,f,n,c,o,p,n,s,c,p,w,m,s,x,e,e,w,t,s
w,w,b,w,a,f,n,c,o,p,s,s,c,p,w,m,s,x,e,e,y,t,s
w,k,b,w,l,f,k,c,o,p,n,y,c,p,w,g,s,x,e,e,w,t,s
w,n,b,w,a,f,n,r,o,p,y,y,c,p,w,g,s,x,e,e,y,t,y
w,w,b,w,a,f,k,r,o,p,s,y,c,p,w,g,s,f,e,e,y,t,y
w,k,b,w,a,f,n,c,o,p,s,y,c,p,w,m,s,x,e,e,w,t,s
w,g,n,w,n,f,k,e,o,p,v,f,c,p,w,u,s,s,e,e,g,f,s
w,n,n,w,n,f,k,e,o,p,y,f,c,p,w,u,s,f,e,e,n,f,s
w,n,n,w,n,f,k,e,o,p,v,f,c,p,w,u,s,s,e,e,g,f,s
w,n,b,w,a,f,k,c,o,p,n,y,c,p,w,m,s,x,e,e,w,t,s
w,k,n,w,p,f,k,e,o,p,s,s,c,p,w,u,s,x,p,e,w,t,s
w,h,b,w,n,f,k,e,o,p,s,s,w,e,w,g,s,x,e,t,g,f,f
w,g,b,w,l,f,k,c,o,p,s,y,c,p,w,g,s,x,e,e,y,t,s
w,k,n,w,p,f,n,e,o,p,s,y,c,p,w,g,s,x,p,e,w,t,s
w,g,b,w,a,f,k,c,o,p,n,s,c,p,w,m,s,x,e,e,y,t,s
w,p,n,w,p,f,k,e,o,p,v,s,c,p,w,u,s,x,p,e,n,t,s
w,n,b,w,l,f,k,c,o,p,n,s,c,p,w,m,s,b,e,e,y,t,s
w,g,b,w,l,f,k,c,o,p,s,y,c,p,w,m,s,b,e,e,w,t,s
w,p,n,w,p,f,n,e,o,p,s,y,c,p,w,g,s,x,p,e,w,t,s
w,n,n,w,p,f,k,e,o,p,s,s,c,p,w,u,s,x,p,e,n,t,s
